,sigma,q,set,ntest,regressor,BH_res_fdp,BH_res_power,BH_res_nsel,BH_rel_fdp,BH_rel_power,BH_rel_nsel,BH_2clip_fdp,BH_2clip_power,BH_2clip_nsel,Bonf_fdp,Bonf_power,Bonf_nsel
420,0.9,0.5,2,10,rf,0.18100000000000002,1.0,10.0,0.0693095238,0.8409960317799999,7.49,0.18100000000000002,1.0,10.0,0.0633095238095238,0.7239007936507936,6.5
421,0.9,0.5,2,100,rf,0.1839,1.0,100.0,0.09131562587,0.83274104328,75.0,0.1839,1.0,100.0,0.022560965649320378,0.25900804617946627,21.29
422,0.9,0.5,2,500,rf,0.19076,1.0,500.0,0.09002233171,0.83547029967,371.78,0.19076,1.0,500.0,0.007736740345681048,0.08219586124788231,33.74
423,0.9,0.5,2,1000,rf,0.18728999999999998,1.0,1000.0,0.09316564081999999,0.8199067059399999,735.04,0.18728999999999998,1.0,1000.0,0.009910432776927826,0.048801076137796946,40.01
424,0.9,0.5,5,10,rf,0.0,0.0,0.0,0.22682142856999998,0.33905555557,2.61,0.46482539683,0.9890000000000001,9.65,0.25916666666666666,0.2020238095238095,1.51
425,0.9,0.5,5,100,rf,0.0,0.0,0.0,0.19925046696999998,0.12769602277,9.41,0.49160269811,0.9873381712299999,97.96,0.20633333333333334,0.02010845621052165,1.41
426,0.9,0.5,5,500,rf,0.0,0.0,0.0,0.26538181113,0.1027428865,37.27,0.49394587522,0.97135154112,478.51,0.24988888888888888,0.004970584981592854,1.89
427,0.9,0.5,5,1000,rf,0.0,0.0,0.0,0.20930100575000002,0.07634084154,56.33,0.4966039523,0.98539797522,976.32,0.15944444444444444,0.002489870682221093,1.75
428,0.9,0.5,6,10,rf,0.0,0.0,0.0,0.29563095242,0.44934920633,3.14,0.50675000001,0.77494444445,6.8,0.2886666666666667,0.25458333333333333,1.57
429,0.9,0.5,6,100,rf,0.0,0.0,0.0,0.30439107691,0.24909107820999998,15.42,0.50307707472,0.76472294886,60.85,0.22633333333333333,0.037136425278282606,1.97
430,0.9,0.5,6,500,rf,0.0,0.0,0.0,0.27376144548,0.19221502747,56.4,0.5044018300199999,0.76373677083,301.93,0.12937445887445886,0.010190924252032779,2.56
431,0.9,0.5,6,1000,rf,0.0,0.0,0.0,0.32000913857,0.18213788072,107.83,0.5009257761,0.76683946729,605.01,0.16264285714285712,0.004874619007289968,2.39
432,1.0,0.1,1,10,rf,0.0,0.0,0.0,0.02996428572,0.6156547619,3.31,0.09075793653,0.76042857142,4.37,0.05019444444444444,0.5422222222222222,2.92
433,1.0,0.1,1,100,rf,0.0,0.0,0.0,0.05022618133,0.57960119309,30.61,0.10699057778,0.69568079872,38.81,0.04536345598845599,0.08598333946605839,4.54
434,1.0,0.1,1,500,rf,0.0,0.0,0.0,0.044080727890000004,0.61087821596,161.12,0.09537533886,0.7653627408600001,212.36,0.020261405261405255,0.015234602409279869,3.86
435,1.0,0.1,1,1000,rf,0.0,0.0,0.0,0.050194410950000004,0.59011295169,311.52,0.09632622277,0.7451121928000001,415.92,0.021618880087920334,0.008715325699921637,4.49
436,1.0,0.1,2,10,rf,0.0,0.0,0.0,0.0193452381,0.2240079365,1.96,0.08813888889999999,0.75814285716,6.95,0.0435,0.34759523809523807,2.94
437,1.0,0.1,2,100,rf,0.0,0.0,0.0,0.0184662677,0.13884020368,11.47,0.10812383157,0.7577380221500001,67.78,0.00801416127731917,0.07875916254847498,6.42
438,1.0,0.1,2,500,rf,0.0,0.0,0.0,0.01856137388,0.16034664852,65.89,0.09885659078,0.77623505364,345.7,0.002552521008403361,0.014362735309852787,5.78
439,1.0,0.1,2,1000,rf,0.0,0.0,0.0,0.036780883800000004,0.14036040209,115.96,0.09992833497999999,0.77153921071,688.94,0.02556522644022644,0.007109084253029806,5.81
440,1.0,0.1,5,10,rf,0.0,0.0,0.0,0.095,0.03160714287,0.28,0.1225,0.05921428572,0.48,0.07,0.030178571428571423,0.24
441,1.0,0.1,5,100,rf,0.0,0.0,0.0,0.05078571429,0.00499976294,0.36,0.07741666666,0.015621768289999999,1.06,0.05,0.004117704142206558,0.27
442,1.0,0.1,5,500,rf,0.0,0.0,0.0,0.07244444444,0.0013334797300000002,0.5,0.10390586864,0.00387055168,1.46,0.052333333333333336,0.0008035008583148539,0.31
443,1.0,0.1,5,1000,rf,0.0,0.0,0.0,0.08199999999999999,0.0003659156,0.29,0.12188746437,0.00306718692,2.26,0.07916666666666666,0.00042126665516013697,0.33
444,1.0,0.1,6,10,rf,0.0,0.0,0.0,0.055,0.06461904761,0.32,0.08166666666,0.12228571429,0.63,0.075,0.05859523809523809,0.32
445,1.0,0.1,6,100,rf,0.0,0.0,0.0,0.085,0.00853943335,0.49,0.10911904762,0.02459413035,1.38,0.1,0.00469560516799535,0.3
446,1.0,0.1,6,500,rf,0.0,0.0,0.0,0.04890441176,0.0035903072600000003,0.92,0.09026555974,0.00705346652,1.97,0.07666666666666667,0.001068800294490246,0.33
447,1.0,0.1,6,1000,rf,0.0,0.0,0.0,0.03762711402,0.00189493673,1.05,0.11667753717,0.00628789327,3.37,0.085,0.0008552529060897849,0.46
448,1.0,0.2,1,10,rf,0.0,0.0,0.0,0.08035714286,0.72573809525,4.1,0.19593253972,0.85904761905,5.54,0.06452380952380951,0.7371071428571428,3.92
449,1.0,0.2,1,100,rf,0.0,0.0,0.0,0.11009903566,0.70175884747,38.93,0.19641957359999998,0.8334245450100001,51.72,0.030779683851945506,0.1760148364548871,9.05
450,1.0,0.2,1,500,rf,0.0,0.0,0.0,0.10791432491,0.6466700246000001,180.71,0.20458578762,0.8009268975099999,250.35,0.01789974058776579,0.04133960955202513,10.55
451,1.0,0.2,1,1000,rf,0.0,0.0,0.0,0.10204866657,0.7334262272600001,407.35,0.20046425188,0.8632576190000001,537.34,0.022338639893365323,0.016070364842789266,8.22
452,1.0,0.2,2,10,rf,0.025,0.16,1.6,0.06435317460000001,0.48223809529,4.26,0.19411111111,1.0,9.97,0.05492857142857142,0.44942857142857146,3.77
453,1.0,0.2,2,100,rf,0.010495532240000001,0.05901455567,5.75,0.03899066433,0.34786708182,29.0,0.19893105555,0.9979368021899999,99.39,0.016374649604445,0.12005245163859021,9.81
454,1.0,0.2,2,500,rf,0.0018599999999999999,0.01,5.0,0.041866173599999994,0.36131315357,151.28,0.19442879319,0.9974142500700001,495.39,0.016363003331044835,0.029579476426029844,12.18
455,1.0,0.2,2,1000,rf,0.0,0.0,0.0,0.03844431159,0.34854916338999997,292.36,0.19285449577000002,0.9978233613899999,992.51,0.007100940725940724,0.01596699740503369,12.94
456,1.0,0.2,5,10,rf,0.0,0.0,0.0,0.10066666667,0.07164285715,0.55,0.22633333333,0.20959523813,1.7,0.14166666666666666,0.08734523809523809,0.62
457,1.0,0.2,5,100,rf,0.0,0.0,0.0,0.07444871795,0.01191965597,0.78,0.16679220779,0.05127029751,3.65,0.105,0.007827915383083979,0.55
458,1.0,0.2,5,500,rf,0.0,0.0,0.0,0.09922774327,0.00424209574,1.5,0.20899867699000002,0.03326935657,12.18,0.09583333333333334,0.001638954119960371,0.61
459,1.0,0.2,5,1000,rf,0.0,0.0,0.0,0.08055553330000001,0.00363117509,2.5,0.17407896186,0.02340835534,17.02,0.07533333333333334,0.001073053410358474,0.68
460,1.0,0.2,6,10,rf,0.0,0.0,0.0,0.12333333332,0.1076190476,0.7,0.18052380952,0.21409523807,1.41,0.12583333333333335,0.09497619047619046,0.5
461,1.0,0.2,6,100,rf,0.0,0.0,0.0,0.09248809524,0.03074310911,1.61,0.18433991250999998,0.058935140239999996,3.31,0.09083333333333332,0.015331341493033586,0.75
462,1.0,0.2,6,500,rf,0.0,0.0,0.0,0.12048470166,0.01409440477,3.87,0.15923510392999998,0.03925369066,10.82,0.07783333333333334,0.0033210842164866448,0.82
463,1.0,0.2,6,1000,rf,0.0,0.0,0.0,0.09795243726000001,0.01028942888,5.51,0.17085843703999998,0.03781194503,20.7,0.10283333333333333,0.0014679902572093178,0.77
464,1.0,0.5,1,10,rf,0.13,0.25,2.5,0.28047619049,0.90711904761,6.33,0.50674999999,0.995,9.82,0.15063095238095237,0.7378492063492064,4.51
465,1.0,0.5,1,100,rf,0.15200000000000002,0.31,31.0,0.25104987755,0.8990053884,60.48,0.49138889721,0.9996221751400001,98.98,0.02398925242194784,0.3547866463947608,18.34
466,1.0,0.5,1,500,rf,0.08002000000000001,0.16,80.0,0.24749791737,0.91574330363,304.89,0.49233187518,0.9976110368400001,492.2,0.03371709868607703,0.07647022864932826,19.49
467,1.0,0.5,1,1000,rf,0.10546830986,0.21,209.94,0.24948895799999998,0.90616460188,605.16,0.49167753183999996,0.99908711175,985.77,0.02165937143863114,0.04091265851686127,20.7
468,1.0,0.5,2,10,rf,0.19899999999999998,1.0,10.0,0.09426984126,0.7415793651,6.72,0.19899999999999998,1.0,10.0,0.10837301587301587,0.6781944444444444,5.94
469,1.0,0.5,2,100,rf,0.1963,1.0,100.0,0.09087625967999999,0.7509601002899999,66.69,0.1963,1.0,100.0,0.02557566780902281,0.2404271142047697,19.86
470,1.0,0.5,2,500,rf,0.19862,1.0,500.0,0.09847580431000001,0.7663083186599999,340.82,0.19862,1.0,500.0,0.01099688102538796,0.0731339651948676,29.85
471,1.0,0.5,2,1000,rf,0.19699999999999998,1.0,1000.0,0.09945105476,0.77541210216,691.88,0.19699999999999998,1.0,1000.0,0.014389455383485744,0.03703833175868499,30.22
472,1.0,0.5,5,10,rf,0.01,0.03,0.3,0.19100793649,0.32391666665,2.5,0.50894444446,0.9781666666600001,9.71,0.1978333333333333,0.18304761904761904,1.38
473,1.0,0.5,5,100,rf,0.0,0.0,0.0,0.26064590433,0.13296599778,9.92,0.48434475749,0.9772380508499999,96.49,0.25746825396825396,0.0266878526052419,1.87
474,1.0,0.5,5,500,rf,0.0,0.0,0.0,0.20980273852,0.05763427501,21.3,0.50031735069,0.98435126032,489.36,0.22153968253968256,0.004821811496181997,1.81
475,1.0,0.5,5,1000,rf,0.0,0.0,0.0,0.2469392532,0.061774096869999996,46.0,0.49242062844,0.97685230859,966.98,0.19266666666666665,0.002373010295360861,1.78
476,1.0,0.5,6,10,rf,0.0,0.0,0.0,0.30196031747,0.38084126989,2.87,0.5294880952300001,0.7972823472727272,7.26,0.2475,0.21896428571428572,1.22
477,1.0,0.5,6,100,rf,0.0,0.0,0.0,0.29322148982,0.2014987417,13.25,0.4951564493,0.7366268764599999,59.54,0.23149999999999998,0.032618421056907265,1.84
478,1.0,0.5,6,500,rf,0.0,0.0,0.0,0.30783112174,0.13998925235,43.46,0.50688646196,0.7509242489400001,303.15,0.20464285714285715,0.007496804537649466,1.97
479,1.0,0.5,6,1000,rf,0.0,0.0,0.0,0.30728489787,0.13907625293,84.52,0.49745922647,0.74615089091,595.47,0.1571111111111111,0.004163699849808137,2.12
