,sigma,q,set,ntest,regressor,r_squared,BH_res_fdp,BH_res_power,BH_res_nsel,BH_rel_fdp,BH_rel_power,BH_rel_nsel,BH_2clip_fdp,BH_2clip_power,BH_2clip_nsel,Bonf_fdp,Bonf_power,Bonf_nsel
23,0.1,0.2,2,1000,gbr,0.711910249610994,0.043183137407949684,0.988873403508328,890.77,0.029076183598830827,0.9752227971792082,865.69,0.13819,1.0,1000.0,0.004330184048431966,0.07954280662136036,68.87
24,0.1,0.2,5,10,gbr,-0.06229689846473173,0.0,0.0,0.0,0.11933333333333333,0.09454761904761905,0.66,0.20758333333333334,0.26452380952380955,1.91,0.15166666666666667,0.10390476190476189,0.66
25,0.1,0.2,5,100,gbr,0.028888969843759174,0.0,0.0,0.0,0.09723471567991691,0.054746200540001254,3.49,0.17942079006804323,0.15657701188439488,10.58,0.13833333333333334,0.015756934105596337,1.02
26,0.1,0.2,5,500,gbr,0.0382861656537398,0.0,0.0,0.0,0.06793155273844928,0.015890032355897896,4.9,0.20106751362430966,0.08742178792212581,29.44,0.08945238095238095,0.004213248807094195,1.27
27,0.1,0.2,5,1000,gbr,0.03631373363897852,0.0,0.0,0.0,0.08648363651534083,0.014792900087401339,9.12,0.19989783473490724,0.08675122357200488,57.55,0.08007575757575758,0.001681866509455568,0.98
28,0.1,0.2,6,10,gbr,0.4194203120329702,0.0,0.0,0.0,0.11169047619047619,0.5618809523809524,2.36,0.1594047619047619,0.7073452380952381,3.31,0.07733333333333334,0.4331904761904762,1.58
29,0.1,0.2,6,100,gbr,0.4640663996480939,0.0,0.0,0.0,0.13822577729269617,0.4570353981025944,18.04,0.20341106719734894,0.6000386754970326,25.46,0.03895743145743145,0.12798021939301352,4.36
30,0.1,0.2,6,500,gbr,0.47476931279211326,0.0,0.0,0.0,0.1339592118002889,0.41938102601064764,78.18,0.20085168640453252,0.5981364246768585,120.48,0.029165556665556664,0.025590813566978322,4.26
31,0.1,0.2,6,1000,gbr,0.4802990660181984,0.0,0.0,0.0,0.13068888503942808,0.41951380095837776,155.77,0.19768069005212616,0.6036290518342529,241.64,0.03400901875901876,0.013328353061916851,4.47
32,0.1,0.5,1,10,gbr,0.8060380775829539,0.29100000000000004,0.55,5.5,0.2672380952380952,1.0,6.72,0.5037738095238096,1.0,9.83,0.10065079365079364,0.9925,5.36
33,0.1,0.5,1,100,gbr,0.8371627312669716,0.2463,0.49,49.0,0.2518986570466698,0.9943362467180569,65.53,0.5021246194732439,1.0,98.78,0.014037493838137027,0.9003639225063513,44.95
34,0.1,0.5,1,500,gbr,0.8395674917198734,0.2155,0.43,215.0,0.24851114808119956,0.9943486169933567,331.74,0.49238360267350634,0.9999619771863117,493.64,0.0032447123791241273,0.6765723130510949,170.49
35,0.1,0.5,1,1000,gbr,0.8500804503241938,0.22572,0.45,450.0,0.250600676099728,0.9957336942407043,665.23,0.4936169724038175,0.9999799599198397,988.33,0.00290871583118888,0.32324074243411616,161.89
36,0.1,0.5,2,10,gbr,0.5175378799109197,0.14,1.0,10.0,0.06438095238095239,0.9968888888888888,9.17,0.14,1.0,10.0,0.052853174603174596,0.9945277777777778,9.02
37,0.1,0.5,2,100,gbr,0.7061700649957078,0.1388,1.0,100.0,0.06937747792683703,0.9978463088020181,92.35,0.1388,1.0,100.0,0.006899710763384281,0.8421915112096774,73.01
38,0.1,0.5,2,500,gbr,0.7089465237767008,0.13536,1.0,500.0,0.0676182312552879,0.998241316209254,462.88,0.13536,1.0,500.0,0.0042543876570348485,0.4404690322568006,190.74
39,0.1,0.5,2,1000,gbr,0.719134901831456,0.13555999999999999,1.0,1000.0,0.06832623693228917,0.9979159016064487,925.95,0.13555999999999999,1.0,1000.0,0.003753378924556463,0.23238623399053224,201.35
40,0.1,0.5,5,10,gbr,-0.11222393276523521,0.006285714285714286,0.01595238095238095,0.15,0.24385714285714286,0.2816626984126984,2.42,0.49928571428571433,0.998,9.93,0.25616666666666665,0.21833730158730158,1.69
41,0.1,0.5,5,100,gbr,0.018926029456792195,0.0,0.0,0.0,0.24960343364522722,0.20769156629233873,15.33,0.49317004883754045,0.9897247170769414,97.94,0.22757142857142856,0.03687512148676065,2.49
42,0.1,0.5,5,500,gbr,0.037597468764382615,0.0,0.0,0.0,0.2496902337026329,0.1831529844884702,63.62,0.49722120829979116,0.993115260419593,492.46,0.1276809163059163,0.010333685660985385,3.0
43,0.1,0.5,5,1000,gbr,0.03698274882989374,0.0,0.0,0.0,0.24360506327395026,0.177024941957082,124.17,0.49269933697561763,0.9895993805602052,979.16,0.11101343101343102,0.0045226608965047,2.66
44,0.1,0.5,6,10,gbr,0.3285184020508604,0.0,0.0,0.0,0.3763690476190476,0.8359047619047619,5.01,0.5014206349206349,0.9316666666666668,6.8,0.21554761904761904,0.6223571428571428,2.59
45,0.1,0.5,6,100,gbr,0.47184893414705376,0.0,0.0,0.0,0.34510820471941595,0.8761177198842097,42.28,0.4993630115136536,0.9795828323267628,61.64,0.058455653823300875,0.21428521479033624,7.13
46,0.1,0.5,6,500,gbr,0.4868308060054971,0.0,0.0,0.0,0.3378944932469395,0.8810259707127556,212.82,0.49657823577869914,0.9853322608419723,313.06,0.035801387716802135,0.076844994498469,12.7
47,0.1,0.5,6,1000,gbr,0.47817183324919854,0.0,0.0,0.0,0.34046694230019064,0.8708664816819698,419.66,0.5006724435440941,0.9827551350665479,624.11,0.02835829363800622,0.038989440142455686,12.8
48,0.2,0.1,1,10,gbr,0.7876554508150995,0.0,0.0,0.0,0.05676984126984126,0.9617857142857144,5.2,0.11095238095238096,0.9688809523809523,5.58,0.0303015873015873,0.9342222222222222,4.88
49,0.2,0.1,1,100,gbr,0.8469412225515286,0.0,0.0,0.0,0.050352321394640596,0.9786175665233724,50.92,0.10021546982306527,0.986571601067178,54.22,0.0038959877590428373,0.6790976014568925,33.47
50,0.2,0.1,1,500,gbr,0.8397695812539205,0.0,0.0,0.0,0.05084470544876062,0.9643012302969595,252.73,0.10307331730932102,0.9786536794994244,271.42,0.0018037852412042179,0.12669000941494665,31.57
51,0.2,0.1,1,1000,gbr,0.8129629306481111,0.0,0.0,0.0,0.049770411001002914,0.9429985037113611,495.69,0.09731308353598392,0.9642742308916341,534.38,0.0045258059103095395,0.06562063299934913,32.98
52,0.2,0.1,2,10,gbr,0.5126543429689812,0.001,0.087,0.83,0.01451190476190476,0.9005833333333334,7.89,0.10086111111111112,1.0,9.62,0.01269047619047619,0.893984126984127,7.81
53,0.2,0.1,2,100,gbr,0.6856669561150821,0.0,0.018286821705426358,1.61,0.011647425256933268,0.8995083648641046,78.71,0.09769240179053364,0.9996478900503292,95.83,0.0013826106689009902,0.3010033048872682,26.15
54,0.2,0.1,2,500,gbr,0.6707659740810411,7.7120822622107e-05,0.008976744186046512,3.89,0.014687634755098425,0.880202244985798,384.33,0.10278471555549898,0.9996048461289435,479.19,0.002252836244215551,0.054929109582886035,23.71
55,0.2,0.1,2,1000,gbr,0.6777529574016438,0.000158730158730158,0.009264367816091953,8.19,0.013628418173816407,0.8861862309400793,773.41,0.10066576623690496,0.999452828599656,956.49,0.0014538763781374588,0.0337449925724707,29.18
56,0.2,0.1,5,10,gbr,-0.15389413426412843,0.0,0.0,0.0,0.04166666666666666,0.05155555555555555,0.37,0.09966666666666667,0.12503571428571428,0.91,0.065,0.06827380952380951,0.47
57,0.2,0.1,5,100,gbr,0.02590421588144047,0.0,0.0,0.0,0.05255555555555556,0.009958493924459503,0.62,0.10628257853257854,0.037669102672168366,2.42,0.06166666666666666,0.006546245191249216,0.41
58,0.2,0.1,5,500,gbr,0.03470991812254529,0.0,0.0,0.0,0.07492817460317461,0.007967545523370242,2.34,0.106491129422917,0.02170465027501816,6.61,0.07416666666666666,0.0022407339378035327,0.69
59,0.2,0.1,5,1000,gbr,0.04162153127472866,0.0,0.0,0.0,0.03897735062924691,0.003335346892144954,1.99,0.10420422922997227,0.013739654470318673,8.64,0.0575,0.000938034448825182,0.55
60,0.2,0.1,6,10,gbr,0.3220231310321124,0.0,0.0,0.0,0.07633333333333332,0.29238095238095235,1.16,0.11199999999999999,0.35404761904761906,1.5,0.07333333333333333,0.22228571428571428,0.8
61,0.2,0.1,6,100,gbr,0.4091781794070413,0.0,0.0,0.0,0.06656731993496699,0.1593524514497791,5.79,0.1182774826738449,0.2730767705638814,10.39,0.030928571428571427,0.05118251375702387,1.74
62,0.2,0.1,6,500,gbr,0.4281409598932281,0.0,0.0,0.0,0.07133001118681888,0.15463848150103804,27.6,0.11654343765561517,0.24943695700865517,45.95,0.014333333333333333,0.013228956397276377,2.2
63,0.2,0.1,6,1000,gbr,0.43350053041788805,0.0,0.0,0.0,0.062305034074861085,0.1423085357329909,50.05,0.0846472078225932,0.23114493129729183,83.86,0.023055555555555555,0.005762495875367024,1.96
64,0.2,0.2,1,10,gbr,0.840146531988617,0.0,0.0,0.0,0.11401984126984126,0.9866666666666667,5.35,0.1848174603174603,0.9966666666666667,5.95,0.04523412698412698,0.968,4.82
